TITLE;PRODUCTION_YEAR;SERIE_TITLE;SERIE_PROD_YEAR;SEASON_NR;EPISODE_NR;SERIES_YEARS;KIND;TITLELINK;PRODUCTIONYEARLINK;LINK;KEYWORD;NAME;GENDER;PERSON_INFO;INFO_CONTEXT;ROLE;ROLE_NAME;NOTE;NR_ORDER
El hermano pequeño;1999;Pepe Carvalho;1999;;;;episode;La solitude du manager;1999;followed by;thriller;Cámara, Javier;m;Albelda de Iregua, La Rioja, Spain;birth notes;actor;Ventura Roses;;
¿Las cosas son como son... o como deberían ser?: Dos historias... del mismo día;1997;;;;;;movie;;;;;Cámara, Javier;m;19 January 1967;birth date;actor;Juan;;10
¿Las cosas son como son... o como deberían ser?: Dos historias... del mismo día;1997;;;;;;movie;;;;;Cámara, Javier;m;Albelda de Iregua, La Rioja, Spain;birth notes;actor;Juan;;10
Alegre ma non troppo;1994;;;;;;movie;;;;adult;Cámara, Javier;m;19 January 1967;birth date;actor;Conserje;;180
Alegre ma non troppo;1994;;;;;;movie;;;;family;Cámara, Javier;m;19 January 1967;birth date;actor;Conserje;;180
Alegre ma non troppo;1994;;;;;;movie;;;;adult;Cámara, Javier;m;Albelda de Iregua, La Rioja, Spain;birth notes;actor;Conserje;;180
Alegre ma non troppo;1994;;;;;;movie;;;;family;Cámara, Javier;m;Albelda de Iregua, La Rioja, Spain;birth notes;actor;Conserje;;180
Corazón loco;1997;;;;;;movie;;;;;Cámara, Javier;m;19 January 1967;birth date;actor;Segura;;80
Corazón loco;1997;;;;;;movie;;;;;Cámara, Javier;m;Albelda de Iregua, La Rioja, Spain;birth notes;actor;Segura;;80
Cuarteto de La Habana;1999;;;;;;movie;;;;;Cámara, Javier;m;19 January 1967;birth date;actor;Segis;;30
Cuarteto de La Habana;1999;;;;;;movie;;;;;Cámara, Javier;m;Albelda de Iregua, La Rioja, Spain;birth notes;actor;Segis;;30
Eso;1997;;;;;;movie;;;;;Cámara, Javier;m;19 January 1967;birth date;actor;Miguel Ángel;;40
Eso;1997;;;;;;movie;;;;;Cámara, Javier;m;Albelda de Iregua, La Rioja, Spain;birth notes;actor;Miguel Ángel;;40
Los lobos de Washington;1999;;;;;;movie;;;;thriller;Cámara, Javier;m;19 January 1967;birth date;actor;;;
Los lobos de Washington;1999;;;;;;movie;;;;thriller;Cámara, Javier;m;Albelda de Iregua, La Rioja, Spain;birth notes;actor;;;
Pon un hombre en tu vida;1996;;;;;;movie;;;;adult;Cámara, Javier;m;19 January 1967;birth date;actor;Miguel;;40
Pon un hombre en tu vida;1996;;;;;;movie;;;;adult;Cámara, Javier;m;Albelda de Iregua, La Rioja, Spain;birth notes;actor;Miguel;;40
Rosa rosae;1993;;;;;;movie;;;;;Cámara, Javier;m;19 January 1967;birth date;actor;Encargado;;100
Rosa rosae;1993;;;;;;movie;;;;;Cámara, Javier;m;Albelda de Iregua, La Rioja, Spain;birth notes;actor;Encargado;;100
Torrente, el brazo tonto de la ley;1998;;;;;;movie;Hongos;1999;referenced in;;Cámara, Javier;m;19 January 1967;birth date;actor;Rafi;;20
Torrente, el brazo tonto de la ley;1998;;;;;;movie;Nadie hablará de nosotras cuando hayamos muerto;1995;references;;Cámara, Javier;m;19 January 1967;birth date;actor;Rafi;;20
Torrente, el brazo tonto de la ley;1998;;;;;;movie;Hongos;1999;referenced in;;Cámara, Javier;m;Albelda de Iregua, La Rioja, Spain;birth notes;actor;Rafi;;20
Torrente, el brazo tonto de la ley;1998;;;;;;movie;Nadie hablará de nosotras cuando hayamos muerto;1995;references;;Cámara, Javier;m;Albelda de Iregua, La Rioja, Spain;birth notes;actor;Rafi;;20
Bajo un cielo extraño;1994;;;;;;movie;;;;;Cámara, Javier 1;m;1967;birth date;composer;;;
Bajo un cielo extraño;1994;;;;;;movie;;;;;Cámara, Javier 1;m;Madrid, Spain;birth notes;composer;;;
Destiempo;1997;;;;;;movie;;;;;Cámara, Javier 1;m;1967;birth date;composer;;;
Destiempo;1997;;;;;;movie;;;;;Cámara, Javier 1;m;Madrid, Spain;birth notes;composer;;;
Knock Out;1997;;;;;;movie;;;;;Cámara, Javier 1;m;1967;birth date;composer;;;
Knock Out;1997;;;;;;movie;;;;;Cámara, Javier 1;m;Madrid, Spain;birth notes;composer;;;
Memorias del ángel caído;1998;;;;;;movie;;;;;Cámara, Javier 1;m;1967;birth date;composer;;;
Memorias del ángel caído;1998;;;;;;movie;;;;;Cámara, Javier 1;m;Madrid, Spain;birth notes;composer;;;
Sacrificio;1998;;;;;;movie;;;;;Cámara, Javier 1;m;1967;birth date;composer;;;
Sacrificio;1998;;;;;;movie;;;;;Cámara, Javier 1;m;Madrid, Spain;birth notes;composer;;;
Solo amor;1994;;;;;;movie;;;;family;Cámara, Javier 1;m;1967;birth date;composer;;;
Solo amor;1994;;;;;;movie;;;;family;Cámara, Javier 1;m;Madrid, Spain;birth notes;composer;;;
Tránsito;1996;;;;;;movie;;;;;Cámara, Javier 1;m;1967;birth date;composer;;;
Sabato, domenica e venerdì;1979;;;;;;movie;;;;musical;Castellano, Franco 1;m;Rome, Lazio, Italy;birth notes;director;;"(segment ""Venerdi"") (as Castellano)";
Sabato, domenica e venerdì;1979;;;;;;movie;;;;musical;Castellano, Franco 1;m;Rome, Lazio, Italy;birth notes;writer;;"(screenplay) (segment ""Venerdì"") (as Castellano)";1000
Sabato, domenica e venerdì;1979;;;;;;movie;;;;musical;Castellano, Franco 1;m;Rome, Lazio, Italy;birth notes;writer;;"(story) (segment ""Venerdì"") (as Castellano)";0
Sabato, domenica e venerdì;1979;;;;;;movie;;;;action;Castellano, Franco 1;m;Rome, Lazio, Italy (lung cancer);death notes;director;;"(segment ""Venerdi"") (as Castellano)";
Sabato, domenica e venerdì;1979;;;;;;movie;;;;action;Castellano, Franco 1;m;Rome, Lazio, Italy (lung cancer);death notes;writer;;"(screenplay) (segment ""Venerdì"") (as Castellano)";1000
Sabato, domenica e venerdì;1979;;;;;;movie;;;;action;Castellano, Franco 1;m;Rome, Lazio, Italy (lung cancer);death notes;writer;;"(story) (segment ""Venerdì"") (as Castellano)";0
Sabato, domenica e venerdì;1979;;;;;;movie;;;;adult;Castellano, Franco 1;m;Rome, Lazio, Italy (lung cancer);death notes;director;;"(segment ""Venerdi"") (as Castellano)";
Sabato, domenica e venerdì;1979;;;;;;movie;;;;adult;Castellano, Franco 1;m;Rome, Lazio, Italy (lung cancer);death notes;writer;;"(screenplay) (segment ""Venerdì"") (as Castellano)";1000
Sabato, domenica e venerdì;1979;;;;;;movie;;;;adult;Castellano, Franco 1;m;Rome, Lazio, Italy (lung cancer);death notes;writer;;"(story) (segment ""Venerdì"") (as Castellano)";0
Sabato, domenica e venerdì;1979;;;;;;movie;;;;comedy;Castellano, Franco 1;m;Rome, Lazio, Italy (lung cancer);death notes;director;;"(segment ""Venerdi"") (as Castellano)";
Sabato, domenica e venerdì;1979;;;;;;movie;;;;comedy;Castellano, Franco 1;m;Rome, Lazio, Italy (lung cancer);death notes;writer;;"(screenplay) (segment ""Venerdì"") (as Castellano)";1000
Sabato, domenica e venerdì;1979;;;;;;movie;;;;comedy;Castellano, Franco 1;m;Rome, Lazio, Italy (lung cancer);death notes;writer;;"(story) (segment ""Venerdì"") (as Castellano)";0
Sabato, domenica e venerdì;1979;;;;;;movie;;;;musical;Castellano, Franco 1;m;Rome, Lazio, Italy (lung cancer);death notes;director;;"(segment ""Venerdi"") (as Castellano)";
Sabato, domenica e venerdì;1979;;;;;;movie;;;;musical;Castellano, Franco 1;m;Rome, Lazio, Italy (lung cancer);death notes;writer;;"(screenplay) (segment ""Venerdì"") (as Castellano)";1000
Sabato, domenica e venerdì;1979;;;;;;movie;;;;musical;Castellano, Franco 1;m;Rome, Lazio, Italy (lung cancer);death notes;writer;;"(story) (segment ""Venerdì"") (as Castellano)";0
Dos hombres y, en medio, dos mujeres;1977;;;;;;movie;;;;;Closas Martín, Alberto;m;19 September 1994;death date;actor;;;
Dos hombres y, en medio, dos mujeres;1977;;;;;;movie;;;;;Closas Martín, Alberto;m;3 October 1921;birth date;actor;;;
Dos hombres y, en medio, dos mujeres;1977;;;;;;movie;;;;;Closas Martín, Alberto;m;Barcelona, Spain;birth notes;actor;;;
Dos hombres y, en medio, dos mujeres;1977;;;;;;movie;;;;;Closas Martín, Alberto;m;Madrid, Madrid, Spain (lung cancer);death notes;actor;;;
El divorcio que viene;1980;;;;;;movie;El crack;1981;referenced in;;Closas Martín, Alberto;m;19 September 1994;death date;actor;Pedrizosa;;120
El divorcio que viene;1980;;;;;;movie;El crack;1981;referenced in;;Closas Martín, Alberto;m;3 October 1921;birth date;actor;Pedrizosa;;120
El divorcio que viene;1980;;;;;;movie;El crack;1981;referenced in;;Closas Martín, Alberto;m;Barcelona, Spain;birth notes;actor;Pedrizosa;;120
El divorcio que viene;1980;;;;;;movie;El crack;1981;referenced in;;Closas Martín, Alberto;m;Madrid, Madrid, Spain (lung cancer);death notes;actor;Pedrizosa;;120
El maestro de esgrima;1992;;;;;;movie;;;;thriller;Closas Martín, Alberto;m;19 September 1994;death date;actor;Álvaro Salanova;;60
El maestro de esgrima;1992;;;;;;movie;;;;thriller;Closas Martín, Alberto;m;3 October 1921;birth date;actor;Álvaro Salanova;;60
El maestro de esgrima;1992;;;;;;movie;;;;thriller;Closas Martín, Alberto;m;Barcelona, Spain;birth notes;actor;Álvaro Salanova;;60
El maestro de esgrima;1992;;;;;;movie;;;;thriller;Closas Martín, Alberto;m;Madrid, Madrid, Spain (lung cancer);death notes;actor;Álvaro Salanova;;60
Esquilache;1989;;;;;;movie;;;;;Closas Martín, Alberto;m;19 September 1994;death date;actor;Duque de Villasanta;;80
Esquilache;1989;;;;;;movie;;;;;Closas Martín, Alberto;m;3 October 1921;birth date;actor;Duque de Villasanta;;80
Esquilache;1989;;;;;;movie;;;;;Closas Martín, Alberto;m;Barcelona, Spain;birth notes;actor;Duque de Villasanta;;80
Esquilache;1989;;;;;;movie;;;;;Closas Martín, Alberto;m;Madrid, Madrid, Spain (lung cancer);death notes;actor;Duque de Villasanta;;80
La familia, bien, gracias;1979;;;;;;movie;;;;;Closas Martín, Alberto;m;19 September 1994;death date;actor;Carlos;;10
La familia, bien, gracias;1979;;;;;;movie;;;;;Closas Martín, Alberto;m;3 October 1921;birth date;actor;Carlos;;10
La familia, bien, gracias;1979;;;;;;movie;;;;;Closas Martín, Alberto;m;Barcelona, Spain;birth notes;actor;Carlos;;10
La familia, bien, gracias;1979;;;;;;movie;;;;;Closas Martín, Alberto;m;Barcelona, Spain;birth notes;actor;;(as Alberto Closas Jr.);490
La familia, bien, gracias;1979;;;;;;movie;;;;;Closas Martín, Alberto;m;Madrid, Madrid, Spain (lung cancer);death notes;actor;Carlos;;10
Romanza final (Gayarre);1986;;;;;;movie;;;;;Closas Martín, Alberto;m;Barcelona, Spain;birth notes;actor;;;90
Últimas tardes con Teresa;1984;;;;;;movie;;;;;Closas Martín, Alberto;m;19 September 1994;death date;actor;Oriol Serrat;;140
Últimas tardes con Teresa;1984;;;;;;movie;;;;;Closas Martín, Alberto;m;3 October 1921;birth date;actor;Oriol Serrat;;140
Últimas tardes con Teresa;1984;;;;;;movie;;;;;Closas Martín, Alberto;m;Barcelona, Spain;birth notes;actor;Oriol Serrat;;140
Últimas tardes con Teresa;1984;;;;;;movie;;;;;Closas Martín, Alberto;m;Madrid, Madrid, Spain (lung cancer);death notes;actor;Oriol Serrat;;140
Goya;1985;;;;;1985-????;tv series;;;;;Closas Martín, Alberto;m;19 September 1994;death date;actor;;;170
Goya;1985;;;;;1985-????;tv series;;;;;Closas Martín, Alberto;m;3 October 1921;birth date;actor;;;170
Goya;1985;;;;;1985-????;tv series;;;;;Closas Martín, Alberto;m;Barcelona, Spain;birth notes;actor;;;170
Goya;1985;;;;;1985-????;tv series;;;;;Closas Martín, Alberto;m;Madrid, Madrid, Spain (lung cancer);death notes;actor;;;170
La familia, bien, gracias;1979;;;;;;movie;;;;;Closas, Alberto Jr;m;1961;birth date;actor;;(as Alberto Closas Jr.);490
Romanza final (Gayarre);1986;;;;;;movie;;;;;Closas, Alberto Jr;m;1961;birth date;actor;;;90
La siesta;1980;;;;;;movie;;;;;Cortés, Antonio;;1 November 1927;birth date;production designer;;;
La siesta;1980;;;;;;movie;;;;;Cortés, Antonio;;Palma de Mallorca, Mallorca, Spain;birth notes;production designer;;;
Los zancos;1984;;;;;;movie;;;;action;Cortés, Antonio;;1 November 1927;birth date;production designer;;;
Los zancos;1984;;;;;;movie;;;;action;Cortés, Antonio;;Palma de Mallorca, Mallorca, Spain;birth notes;production designer;;;
Marbella, un golpe de cinco estrellas;1985;;;;;;movie;;;;action;Cortés, Antonio;;1 November 1927;birth date;production designer;;;
Marbella, un golpe de cinco estrellas;1985;;;;;;movie;;;;action;Cortés, Antonio;;Palma de Mallorca, Mallorca, Spain;birth notes;production designer;;;
Tierno verano de lujurias y azoteas;1993;;;;;;movie;;;;;Cortés, Antonio;;1 November 1927;birth date;production designer;;;
Tierno verano de lujurias y azoteas;1993;;;;;;movie;;;;;Cortés, Antonio;;Palma de Mallorca, Mallorca, Spain;birth notes;production designer;;;
Felicidades Tovarich;1995;;;;;;movie;;;;;Cortés, Antonio 1;;23 August 1963;birth date;composer;;;
Felicidades Tovarich;1995;;;;;;movie;;;;;Cortés, Antonio 1;;Madrid, Madrid, Spain;birth notes;composer;;;
Ander Eta Yul;1988;;;;;;movie;;;;;Fernández Santos, Ángel Sr.;;1934;birth date;writer;;(writer);
Ander Eta Yul;1988;;;;;;movie;;;;;Fernández Santos, Ángel Sr.;;6 July 2004;death date;writer;;(writer);
Ander Eta Yul;1988;;;;;;movie;;;;;Fernández Santos, Ángel Sr.;;Los Cerralbos, Toledo, Spain;birth notes;writer;;(writer);
Ander Eta Yul;1988;;;;;;movie;;;;;Fernández Santos, Ángel Sr.;;Madrid, Spain (cancer);death notes;writer;;(writer);
Ataxia;1991;;;;;;movie;;;;;Fernández Santos, Ángel;;1963;birth date;director;;;
Ataxia;1991;;;;;;movie;;;;;Fernández Santos, Ángel;;1963;birth date;writer;;;
Ataxia;1991;;;;;;movie;;;;;Fernández Santos, Ángel;;León, Castilla y León, Spain;birth notes;director;;;
Ataxia;1991;;;;;;movie;;;;;Fernández Santos, Ángel;;León, Castilla y León, Spain;birth notes;writer;;;
Diario de invierno;1988;;;;;;movie;;;;;Fernández Santos, Ángel Sr.;;1934;birth date;writer;;(writer);
Diario de invierno;1988;;;;;;movie;;;;;Fernández Santos, Ángel Sr.;;6 July 2004;death date;writer;;(writer);
Diario de invierno;1988;;;;;;movie;;;;;Fernández Santos, Ángel Sr.;;Los Cerralbos, Toledo, Spain;birth notes;writer;;(writer);
Diario de invierno;1988;;;;;;movie;;;;;Fernández Santos, Ángel Sr.;;Madrid, Spain (cancer);death notes;writer;;(writer);
Entre comillas;1990;;;;;;movie;;;;;Fernández Santos, Ángel;;1963;birth date;director;;;
Entre comillas;1990;;;;;;movie;;;;;Fernández Santos, Ángel;;1963;birth date;writer;;;
Entre comillas;1990;;;;;;movie;;;;;Fernández Santos, Ángel;;León, Castilla y León, Spain;birth notes;director;;;
Entre comillas;1990;;;;;;movie;;;;;Fernández Santos, Ángel;;León, Castilla y León, Spain;birth notes;writer;;;
Hazlo por mí;1998;;;;;;movie;;;;action;Fernández Santos, Ángel;;1963;birth date;director;;;
Hazlo por mí;1998;;;;;;movie;;;;family;Fernández Santos, Ángel;;1963;birth date;director;;;
Hazlo por mí;1998;;;;;;movie;;;;musical;Fernández Santos, Ángel;;1963;birth date;director;;;
Hazlo por mí;1998;;;;;;movie;;;;thriller;Fernández Santos, Ángel;;1963;birth date;director;;;
Hazlo por mí;1998;;;;;;movie;;;;action;Fernández Santos, Ángel;;León, Castilla y León, Spain;birth notes;director;;;
Hazlo por mí;1998;;;;;;movie;;;;family;Fernández Santos, Ángel;;León, Castilla y León, Spain;birth notes;director;;;
Hazlo por mí;1998;;;;;;movie;;;;musical;Fernández Santos, Ángel;;León, Castilla y León, Spain;birth notes;director;;;
Hazlo por mí;1998;;;;;;movie;;;;thriller;Fernández Santos, Ángel;;León, Castilla y León, Spain;birth notes;director;;;
Las bodas de Blanca;1975;;;;;;movie;;;;;Fernández Santos, Ángel Sr.;;1934;birth date;writer;;;
Las bodas de Blanca;1975;;;;;;movie;;;;;Fernández Santos, Ángel Sr.;;6 July 2004;death date;writer;;;
Las bodas de Blanca;1975;;;;;;movie;;;;;Fernández Santos, Ángel Sr.;;Los Cerralbos, Toledo, Spain;birth notes;writer;;;
Las bodas de Blanca;1975;;;;;;movie;;;;;Fernández Santos, Ángel Sr.;;Madrid, Spain (cancer);death notes;writer;;;
Madregilda;1993;;;;;;movie;;;;war;Fernández Santos, Ángel Sr.;;1934;birth date;writer;;(writer);
Madregilda;1993;;;;;;movie;;;;war;Fernández Santos, Ángel Sr.;;6 July 2004;death date;writer;;(writer);
Madregilda;1993;;;;;;movie;;;;war;Fernández Santos, Ángel Sr.;;Los Cerralbos, Toledo, Spain;birth notes;writer;;(writer);
Madregilda;1993;;;;;;movie;;;;war;Fernández Santos, Ángel Sr.;;Madrid, Spain (cancer);death notes;writer;;(writer);
Memoria en la piel;1992;;;;;;movie;;;;;Fernández Santos, Ángel;;1963;birth date;director;;;
Memoria en la piel;1992;;;;;;movie;;;;;Fernández Santos, Ángel;;León, Castilla y León, Spain;birth notes;director;;;
Padre nuestro;1985;;;;;;movie;;;;;Fernández Santos, Ángel Sr.;;1934;birth date;writer;;(screenplay);0
Padre nuestro;1985;;;;;;movie;;;;;Fernández Santos, Ángel Sr.;;6 July 2004;death date;writer;;(screenplay);0
Padre nuestro;1985;;;;;;movie;;;;;Fernández Santos, Ángel Sr.;;Los Cerralbos, Toledo, Spain;birth notes;writer;;(screenplay);0
Padre nuestro;1985;;;;;;movie;;;;;Fernández Santos, Ángel Sr.;;Madrid, Spain (cancer);death notes;writer;;(screenplay);0
Antártida;1995;;;;;;movie;;;;musical;Fuentes, Carlos;m;22 December 1976;birth date;actor;Rafa;;20
Antártida;1995;;;;;;movie;;;;musical;Fuentes, Carlos;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;actor;Rafa;;20
Atómica;1998;;;;;;movie;;;;;Fuentes, Carlos;m;22 December 1976;birth date;actor;Chapero;;110
Atómica;1998;;;;;;movie;;;;;Fuentes, Carlos;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;actor;Chapero;;110
Crimen pluscuamperfecto;1999;;;;;;movie;;;;;Fuentes, Carlos;m;22 December 1976;birth date;actor;Dani;;30
Crimen pluscuamperfecto;1999;;;;;;movie;;;;;Fuentes, Carlos;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;actor;Dani;;30
El tiempo de la felicidad;1997;;;;;;movie;;;;action;Fuentes, Carlos;m;22 December 1976;birth date;actor;Juan;;60
El tiempo de la felicidad;1997;;;;;;movie;;;;action;Fuentes, Carlos;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;actor;Juan;;60
Inspiration;1990;;;;;;movie;;;;;Fuentes Macías, Carlos;m;15 May 2012;death date;writer;;"(story ""Fortuna lo que ha querido"")";
Inspiration;1990;;;;;;movie;;;;;Fuentes Macías, Carlos;m;11 November 1928;birth date;writer;;"(story ""Fortuna lo que ha querido"")";
Inspiration;1990;;;;;;movie;;;;;Fuentes Macías, Carlos;m;Mexico City, Distrito Federal, Mexico (heart attack);death notes;writer;;"(story ""Fortuna lo que ha querido"")";
Inspiration;1990;;;;;;movie;;;;;Fuentes Macías, Carlos;m;Panama City, Panama;birth notes;writer;;"(story ""Fortuna lo que ha querido"")";
La Celestina;1996;;;;;;movie;La Celestina;1983;version of;adult;Fuentes, Carlos;m;22 December 1976;birth date;actor;Sosia;;80
La Celestina;1996;;;;;;movie;La Celestina;1983;version of;adult;Fuentes, Carlos;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;actor;Sosia;;80
La primera noche de mi vida;1998;;;;;;movie;;;;;Fuentes, Carlos;m;22 December 1976;birth date;actor;Johnny;;30
La primera noche de mi vida;1998;;;;;;movie;;;;;Fuentes, Carlos;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;actor;Johnny;;30
Mambí;1998;;;;;;movie;;;;action;Fuentes, Carlos;m;22 December 1976;birth date;actor;Goyo;;10
Mambí;1998;;;;;;movie;;;;action;Fuentes, Carlos;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;actor;Goyo;;10
Miranda hacia atrás;1997;;;;;;movie;;;;;Fuentes, Carlos;m;22 December 1976;birth date;actor;Gonzalo;;10
Miranda hacia atrás;1997;;;;;;movie;;;;;Fuentes, Carlos;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;actor;Gonzalo;;10
No respires: El amor está en el aire;1999;;;;;;movie;;;;action;Fuentes, Carlos;m;22 December 1976;birth date;actor;Tito;;20
No respires: El amor está en el aire;1999;;;;;;movie;;;;family;Fuentes, Carlos;m;22 December 1976;birth date;actor;Tito;;20
No respires: El amor está en el aire;1999;;;;;;movie;;;;action;Fuentes, Carlos;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;actor;Tito;;20
No respires: El amor está en el aire;1999;;;;;;movie;;;;family;Fuentes, Carlos;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;actor;Tito;;20
No se lo digas a nadie;1998;;;;;;movie;Belle epoque;1992;features;adult;Fuentes, Carlos;m;22 December 1976;birth date;actor;Gerardo;;60
No se lo digas a nadie;1998;;;;;;movie;Belle epoque;1992;features;adult;Fuentes, Carlos;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;actor;Gerardo;;60
Taxi;1996;;;;;;movie;;;;action;Fuentes, Carlos;m;22 December 1976;birth date;actor;Dani;;20
Taxi;1996;;;;;;movie;;;;adult;Fuentes, Carlos;m;22 December 1976;birth date;actor;Dani;;20
Taxi;1996;;;;;;movie;;;;adventure;Fuentes, Carlos;m;22 December 1976;birth date;actor;Dani;;20
Taxi;1996;;;;;;movie;;;;family;Fuentes, Carlos;m;22 December 1976;birth date;actor;Dani;;20
Taxi;1996;;;;;;movie;;;;thriller;Fuentes, Carlos;m;22 December 1976;birth date;actor;Dani;;20
Taxi;1996;;;;;;movie;;;;action;Fuentes, Carlos;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;actor;Dani;;20
Taxi;1996;;;;;;movie;;;;adult;Fuentes, Carlos;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;actor;Dani;;20
Taxi;1996;;;;;;movie;;;;adventure;Fuentes, Carlos;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;actor;Dani;;20
Taxi;1996;;;;;;movie;;;;family;Fuentes, Carlos;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;actor;Dani;;20
Taxi;1996;;;;;;movie;;;;thriller;Fuentes, Carlos;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;actor;Dani;;20
